Trajectories,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,
,,5 Marker Wand & L-Frame:Top2,,,5 Marker Wand & L-Frame:Top3,,,5 Marker Wand & L-Frame:Mid,,,5 Marker Wand & L-Frame:Bottom2,,,5 Marker Wand & L-Frame:Bottom3,,,| 5 Marker Wand & L-Frame:Top2 |,| 5 Marker Wand & L-Frame:Top3 |,| 5 Marker Wand & L-Frame:Mid |,| 5 Marker Wand & L-Frame:Bottom2 |,| 5 Marker Wand & L-Frame:Bottom3 |,Trajectory Count
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Count
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
3937,0,-83.0352,478.29,864.71,-388.727,379.391,873.649,-398.136,385.398,674.5,-109.733,503.893,265.266,-414.718,402.376,271.87,991.655,1028.74,872.923,579.928,638.601,5
3938,0,-83.1318,478.328,864.768,-388.807,379.436,873.668,-398.239,385.458,674.469,-109.729,503.888,265.277,-414.778,402.407,271.837,991.733,1028.8,872.973,579.927,638.645,5
3939,0,-83.2693,478.377,864.71,-388.913,379.499,873.656,-398.297,385.514,674.482,-109.808,503.9,265.29,-414.819,402.44,271.8,991.716,1028.86,873.034,579.958,638.677,5
3940,0,-83.4002,478.421,864.775,-389.069,379.519,873.639,-398.422,385.536,674.475,-109.86,503.928,265.313,-414.869,402.446,271.795,991.805,1028.91,873.095,580.003,638.711,5
3941,0,-83.5124,478.458,864.787,-389.168,379.577,873.636,-398.506,385.601,674.492,-109.86,503.923,265.327,-414.911,402.462,271.799,991.843,1028.97,873.175,580.005,638.75,5
3942,0,-83.6113,478.507,864.859,-389.325,379.659,873.596,-398.602,385.616,674.448,-109.875,503.939,265.365,-414.915,402.461,271.756,991.938,1029.02,873.191,580.04,638.734,5
3943,0,-83.777,478.579,864.845,-389.474,379.72,873.541,-398.672,385.675,674.462,-109.926,503.943,265.415,-414.968,402.466,271.744,991.974,1029.05,873.26,580.075,638.766,5
3944,0,-83.9137,478.65,864.917,-389.578,379.807,873.546,-398.79,385.711,674.472,-109.963,503.955,265.423,-415.033,402.494,271.719,992.083,1029.13,873.338,580.096,638.815,5
3945,0,-84.0743,478.728,864.911,-389.72,379.893,873.546,-398.932,385.775,674.442,-110.044,503.976,265.458,-415.06,402.517,271.727,992.129,1029.21,873.407,580.146,638.85,5
3946,0,-84.2039,478.828,864.916,-389.92,379.969,873.52,-399.064,385.88,674.428,-110.121,504.002,265.486,-415.133,402.544,271.708,992.193,1029.3,873.503,580.196,638.908,5
3947,0,-84.4085,478.937,864.965,-390.114,380.055,873.49,-399.201,385.896,674.405,-110.127,504.067,265.539,-415.158,402.584,271.671,992.305,1029.38,873.555,580.278,638.933,5
3948,0,-84.5666,479.004,864.984,-390.249,380.095,873.481,-399.293,385.939,674.402,-110.186,504.095,265.556,-415.217,402.596,271.666,992.368,1029.44,873.615,580.321,638.977,5
3949,0,-84.7415,479.082,864.997,-390.395,380.176,873.416,-399.449,385.985,674.385,-110.245,504.099,265.567,-415.267,402.592,271.632,992.432,1029.46,873.693,580.341,638.992,5
3950,0,-84.8794,479.161,865.063,-390.565,380.22,873.399,-399.587,385.987,674.317,-110.276,504.123,265.591,-415.309,402.59,271.611,992.539,1029.53,873.704,580.378,639.009,5
3951,0,-85.0602,479.205,865.088,-390.696,380.28,873.421,-399.704,386.004,674.352,-110.326,504.154,265.638,-415.36,402.586,271.585,992.597,1029.62,873.793,580.437,639.029,5
3952,0,-85.2108,479.244,865.12,-390.883,380.275,873.372,-399.837,385.991,674.338,-110.392,504.176,265.702,-415.412,402.603,271.553,992.657,1029.65,873.837,580.498,639.06,5
3953,0,-85.3938,479.241,865.175,-391.043,380.267,873.376,-399.979,385.971,674.303,-110.458,504.18,265.677,-415.425,402.607,271.525,992.72,1029.71,873.865,580.502,639.06,5
3954,0,-85.6098,479.233,865.185,-391.238,380.226,873.331,-400.105,385.954,674.279,-110.532,504.181,265.746,-415.492,402.585,271.496,992.743,1029.73,873.897,580.548,639.076,5
3955,0,-85.7812,479.148,865.219,-391.413,380.175,873.303,-400.259,385.918,674.232,-110.56,504.161,265.789,-415.578,402.558,271.463,992.746,1029.76,873.916,580.556,639.101,5
3956,0,-85.9534,479.15,865.274,-391.622,380.124,873.264,-400.385,385.855,674.176,-110.582,504.166,265.802,-415.594,402.53,271.411,992.81,1029.78,873.902,580.571,639.072,5
3957,0,-86.1698,479.083,865.322,-391.79,380.089,873.22,-400.546,385.812,674.134,-110.676,504.123,265.865,-415.647,402.496,271.375,992.839,1029.8,873.925,580.58,639.069,5
3958,0,-86.3608,479.05,865.384,-391.994,380.033,873.19,-400.705,385.777,674.12,-110.772,504.127,265.903,-415.711,402.497,271.332,992.893,1029.83,873.971,580.62,639.094,5
3959,0,-86.5192,479.206,865.365,-392.206,379.998,873.154,-400.877,385.739,674.093,-110.799,504.13,265.984,-415.793,402.487,271.321,992.965,1029.87,874.013,580.664,639.136,5
3960,0,-86.7974,478.972,865.483,-392.375,379.964,873.153,-400.998,385.703,674.03,-110.88,504.109,265.991,-415.828,402.482,271.283,992.98,1029.92,874.004,580.665,639.14,5
3961,0,-86.9651,478.975,865.56,-392.606,379.925,873.108,-401.146,385.651,674.005,-110.954,504.111,265.994,-415.909,402.425,271.25,993.063,1029.95,874.03,580.682,639.142,5
3962,0,-87.1256,478.996,865.635,-392.803,379.894,873.033,-401.355,385.632,673.944,-111.005,504.105,266.08,-415.949,402.427,271.222,993.153,1029.95,874.07,580.726,639.158,5
3963,0,-87.3439,478.992,865.677,-392.977,379.85,873.042,-401.471,385.607,673.902,-111.051,504.127,266.127,-416.004,402.401,271.202,993.206,1030.01,874.081,580.775,639.169,5
3964,0,-87.6019,478.954,865.707,-393.198,379.754,873.035,-401.646,385.586,673.86,-111.132,504.13,266.153,-416.074,402.334,271.145,993.237,1030.05,874.119,580.805,639.148,5
3965,0,-87.7985,478.975,865.763,-393.397,379.708,872.99,-401.805,385.56,673.861,-111.226,504.14,266.175,-416.155,402.334,271.13,993.313,1030.07,874.182,580.842,639.194,5
3966,0,-88.0655,478.978,865.814,-393.619,379.646,872.992,-401.945,385.516,673.827,-111.287,504.182,266.223,-416.178,402.296,271.058,993.383,1030.14,874.2,580.912,639.155,5
3967,0,-88.2635,478.969,865.85,-393.874,379.545,872.936,-402.115,385.476,673.793,-111.341,504.197,266.279,-416.266,402.247,271.026,993.427,1030.15,874.234,580.961,639.168,5
3968,0,-88.4714,478.922,865.959,-394.094,379.487,872.862,-402.293,385.398,673.709,-111.437,504.193,266.275,-416.311,402.207,270.983,993.519,1030.15,874.217,580.974,639.154,5
3969,0,-88.7229,478.931,865.945,-394.309,379.399,872.854,-402.431,385.343,673.682,-111.457,504.24,266.346,-416.347,402.176,270.953,993.532,1030.19,874.235,581.051,639.144,5
3970,0,-88.9084,478.915,866.011,-394.523,379.348,872.791,-402.554,385.299,673.677,-111.542,504.233,266.389,-416.393,402.162,270.923,993.599,1030.2,874.269,581.082,639.153,5
3971,0,-89.0924,478.907,866.058,-394.666,379.307,872.764,-402.701,385.254,673.641,-111.587,504.245,266.404,-416.441,402.116,270.896,993.653,1030.22,874.288,581.108,639.144,5
3972,0,-89.3104,478.899,866.053,-394.841,379.273,872.766,-402.868,385.222,673.619,-111.706,504.25,266.438,-416.487,402.096,270.848,993.664,1030.28,874.335,581.151,639.141,5
3973,0,-89.5091,478.889,866.086,-394.998,379.299,872.711,-402.992,385.199,673.598,-111.74,504.28,266.473,-416.544,402.072,270.832,993.706,1030.3,874.366,581.199,639.156,5
3974,0,-89.6416,478.9,866.119,-395.158,379.27,872.71,-403.113,385.196,673.583,-111.775,504.278,266.501,-416.623,402.067,270.8,993.752,1030.35,874.409,581.216,639.191,5
3975,0,-89.7844,478.935,866.147,-395.274,379.274,872.678,-403.183,385.183,673.572,-111.826,504.307,266.503,-416.63,402.053,270.776,993.806,1030.37,874.426,581.252,639.176,5
3976,0,-89.9356,478.961,866.152,-395.419,379.293,872.657,-403.287,385.175,673.546,-111.869,504.337,266.526,-416.653,402.053,270.751,993.837,1030.41,874.451,581.297,639.182,5
3977,0,-90.0668,479.015,866.206,-395.568,379.346,872.62,-403.389,385.201,673.523,-111.883,504.332,266.561,-416.665,402.067,270.71,993.922,1030.46,874.491,581.311,639.181,5
3978,0,-90.2201,479.084,866.233,-395.67,379.357,872.616,-403.494,385.218,673.471,-111.951,504.342,266.568,-416.716,402.063,270.714,993.992,1030.5,874.507,581.337,639.212,5
3979,0,-90.363,479.142,866.246,-395.816,379.414,872.588,-403.642,385.287,673.464,-111.966,504.392,266.62,-416.755,402.083,270.683,994.045,1030.55,874.601,581.406,639.237,5
3980,0,-90.4948,479.213,866.262,-396.008,379.483,872.591,-403.721,385.31,673.5,-111.998,504.398,266.67,-416.818,402.109,270.652,994.104,1030.65,874.675,581.441,639.282,5
3981,0,-90.6421,479.3,866.333,-396.162,379.545,872.543,-403.858,385.382,673.447,-112.135,504.443,266.678,-416.855,402.143,270.648,994.222,1030.69,874.729,581.51,639.325,5
3982,0,-90.8515,479.341,866.352,-396.34,379.585,872.529,-403.983,385.424,673.408,-112.15,504.466,266.709,-416.91,402.135,270.613,994.278,1030.77,874.775,581.547,639.342,5
3983,0,-91.045,479.395,866.424,-396.564,379.593,872.494,-404.156,385.417,673.382,-112.18,504.454,266.709,-416.975,402.103,270.604,994.383,1030.82,874.832,581.542,639.36,5
3984,0,-91.2313,479.435,866.445,-396.748,379.627,872.488,-404.309,385.447,673.333,-112.277,504.473,266.784,-417.034,402.119,270.556,994.439,1030.9,874.878,581.613,639.388,5
3985,0,-91.4746,479.479,866.487,-396.984,379.637,872.462,-404.458,385.459,673.345,-112.366,504.513,266.782,-417.104,402.111,270.52,994.519,1030.98,874.962,581.663,639.414,5
3986,0,-91.6512,479.545,866.53,-397.197,379.656,872.466,-404.626,385.475,673.309,-112.444,504.538,266.827,-417.174,402.146,270.451,994.605,1031.07,875.019,581.72,639.452,5
3987,0,-91.8257,479.61,866.59,-397.402,379.676,872.43,-404.733,385.483,673.284,-112.508,504.563,266.86,-417.264,402.125,270.448,994.704,1031.12,875.053,581.77,639.497,5
3988,0,-92.0495,479.65,866.636,-397.585,379.683,872.415,-404.937,385.489,673.204,-112.593,504.587,266.883,-417.274,402.12,270.414,994.784,1031.18,875.088,581.818,639.486,5
3989,0,-92.2783,479.678,866.683,-397.747,379.669,872.383,-405.083,385.429,673.194,-112.642,504.582,266.925,-417.352,402.069,270.369,994.86,1031.21,875.122,581.842,639.485,5
3990,0,-92.4616,479.741,866.71,-397.964,379.671,872.366,-405.221,385.412,673.145,-112.726,504.643,266.975,-417.391,402.029,270.322,994.93,1031.28,875.14,581.934,639.466,5
3991,0,-92.6697,479.811,866.766,-398.101,379.65,872.332,-405.392,385.4,673.101,-112.813,504.659,266.989,-417.436,402.014,270.321,995.033,1031.3,875.181,581.971,639.486,5
3992,0,-92.8817,479.836,866.805,-398.283,379.654,872.287,-405.549,385.391,673.033,-112.835,504.715,267.043,-417.473,402.025,270.253,995.098,1031.33,875.197,582.049,639.488,5
3993,0,-93.1108,479.874,866.809,-398.472,379.61,872.27,-405.711,385.367,673.008,-112.962,504.75,267.073,-417.566,401.984,270.228,995.141,1031.38,875.242,582.118,639.512,5
3994,0,-93.2885,479.917,866.864,-398.688,379.615,872.238,-405.849,385.35,672.965,-113.039,504.763,267.092,-417.649,401.958,270.172,995.226,1031.44,875.266,582.152,639.526,5
3995,0,-93.4836,479.923,866.901,-398.876,379.548,872.207,-405.987,385.316,672.948,-113.076,504.779,267.155,-417.645,401.958,270.165,995.28,1031.46,875.302,582.202,639.521,5
3996,0,-93.6752,479.876,866.901,-399.014,379.52,872.184,-406.108,385.248,672.9,-113.129,504.8,267.2,-417.73,401.894,270.136,995.275,1031.48,875.291,582.251,639.524,5
3997,0,-93.8451,479.841,866.96,-399.205,379.435,872.132,-406.25,385.213,672.876,-113.186,504.8,267.221,-417.77,401.89,270.096,995.326,1031.48,875.322,582.273,639.53,5
3998,0,-94.0136,479.743,867.006,-399.329,379.318,872.104,-406.343,385.137,672.858,-113.211,504.78,267.264,-417.804,401.84,270.034,995.335,1031.46,875.319,582.28,639.495,5
3999,0,-94.1425,479.64,867.028,-399.509,379.192,872.08,-406.428,385.034,672.81,-113.3,504.725,267.272,-417.847,401.805,270.017,995.317,1031.46,875.276,582.253,639.494,5
4000,0,-94.2491,479.547,867.018,-399.637,379.038,872.027,-406.55,384.919,672.75,-113.322,504.672,267.325,-417.887,401.77,269.991,995.273,1031.41,875.236,582.236,639.487,5
4001,0,-94.3543,479.389,867.043,-399.759,378.907,871.99,-406.617,384.823,672.736,-113.368,504.62,267.328,-417.948,401.695,269.946,995.228,1031.38,875.214,582.201,639.461,5
4002,0,-94.419,479.285,867.097,-399.831,378.776,871.942,-406.66,384.735,672.683,-113.403,504.556,267.368,-417.963,401.661,269.898,995.231,1031.32,875.155,582.17,639.43,5
4003,0,-94.5149,479.095,867.115,-399.882,378.615,871.942,-406.684,384.648,672.67,-113.392,504.536,267.387,-417.976,401.632,269.909,995.165,1031.28,875.118,582.16,639.424,5
4004,0,-94.5415,478.929,867.149,-399.931,378.437,871.9,-406.754,384.516,672.642,-113.408,504.496,267.414,-417.987,401.589,269.859,995.117,1031.2,875.07,582.141,639.383,5
4005,0,-94.6146,478.779,867.128,-399.981,378.302,871.886,-406.769,384.384,672.653,-113.439,504.462,267.436,-418.01,401.526,269.851,995.034,1031.16,875.029,582.127,639.355,5
4006,0,-94.6208,478.612,867.149,-399.996,378.127,871.892,-406.788,384.233,672.626,-113.457,504.396,267.44,-417.982,401.451,269.846,994.972,1031.1,874.949,582.075,639.288,5
4007,0,-94.6074,478.48,867.168,-400.01,377.944,871.864,-406.772,384.117,672.62,-113.46,504.378,267.45,-418.007,401.412,269.828,994.924,1031.02,874.887,582.065,639.272,5
4008,0,-94.6081,478.334,867.159,-399.955,377.822,871.842,-406.768,383.973,672.613,-113.466,504.352,267.455,-418.019,401.366,269.796,994.846,1030.93,874.817,582.046,639.238,5
4009,0,-94.5805,478.185,867.2,-399.946,377.64,871.822,-406.773,383.859,672.607,-113.453,504.318,267.455,-417.983,401.318,269.797,994.808,1030.85,874.765,582.015,639.185,5
4010,0,-94.5138,478.051,867.152,-399.869,377.492,871.842,-406.687,383.721,672.628,-113.453,504.262,267.446,-417.914,401.269,269.83,994.695,1030.78,874.68,581.962,639.122,5
4011,0,-94.4568,477.896,867.14,-399.807,377.36,871.821,-406.619,383.651,672.639,-113.369,504.253,267.436,-417.929,401.204,269.828,994.605,1030.69,874.626,581.933,639.091,5
4012,0,-94.3437,477.764,867.112,-399.708,377.193,871.824,-406.551,383.527,672.628,-113.383,504.203,267.423,-417.916,401.157,269.847,994.506,1030.59,874.531,581.886,639.06,5
4013,0,-94.1771,477.643,867.105,-399.538,377.046,871.858,-406.428,383.404,672.662,-113.375,504.174,267.401,-417.839,401.135,269.86,994.427,1030.5,874.447,581.849,639.001,5
4014,0,-94.0491,477.454,867.061,-399.437,376.89,871.88,-406.317,383.304,672.617,-113.336,504.104,267.353,-417.81,401.107,269.86,994.285,1030.42,874.316,581.759,638.965,5
4015,0,-93.8454,477.358,867.019,-399.189,376.798,871.866,-406.181,383.204,672.654,-113.211,504.081,267.338,-417.714,401.09,269.916,994.183,1030.28,874.238,581.708,638.915,5
4016,0,-93.6143,477.295,867.006,-398.979,376.687,871.906,-406,383.124,672.68,-113.169,504.049,267.299,-417.653,400.986,269.959,994.119,1030.19,874.139,581.654,638.828,5
4017,0,-93.3772,477.21,866.919,-398.703,376.628,871.925,-405.858,383.025,672.674,-113.075,504.02,267.235,-417.531,400.987,269.996,993.98,1030.08,874.025,581.581,638.764,5
4018,0,-93.1365,477.132,866.887,-398.452,376.55,871.964,-405.644,382.977,672.724,-113.006,503.999,267.203,-417.451,400.961,270.031,993.892,1029.99,873.943,581.535,638.711,5
4019,0,-92.921,477.104,866.806,-398.165,376.508,871.983,-405.462,382.941,672.759,-112.939,504.001,267.155,-417.38,400.978,270.094,993.789,1029.88,873.869,581.502,638.702,5
4020,0,-92.6502,477.057,866.772,-397.892,376.48,872.015,-405.226,382.881,672.817,-112.9,503.98,267.126,-417.328,400.943,270.157,993.711,1029.79,873.778,581.463,638.672,5
4021,0,-92.3897,477.031,866.685,-397.612,376.45,872.081,-405.044,382.873,672.87,-112.814,504.005,267.099,-417.205,400.923,270.217,993.598,1029.73,873.732,581.455,638.606,5
4022,0,-92.0604,476.995,866.654,-397.346,376.416,872.104,-404.818,382.846,672.908,-112.691,503.977,267.069,-417.161,400.896,270.252,993.523,1029.63,873.644,581.393,638.575,5
4023,0,-91.8275,476.984,866.587,-397.133,376.352,872.136,-404.595,382.871,672.95,-112.638,503.972,266.993,-417.061,400.894,270.322,993.438,1029.55,873.584,581.343,638.537,5
4024,0,-91.5213,476.947,866.534,-396.868,376.334,872.161,-404.35,382.851,673.023,-112.518,503.941,266.974,-416.987,400.903,270.343,993.346,1029.46,873.518,581.284,638.503,5
4025,0,-91.2506,476.877,866.509,-396.58,376.305,872.245,-404.118,382.855,673.075,-112.444,503.976,266.914,-416.938,400.89,270.383,993.266,1029.41,873.452,581.273,638.48,5
4026,0,-90.9625,476.823,866.449,-396.316,376.22,872.286,-403.937,382.826,673.119,-112.331,503.96,266.852,-416.875,400.896,270.453,993.161,1029.32,873.39,581.209,638.472,5
4027,0,-90.7132,476.719,866.371,-396.063,376.177,872.259,-403.719,382.741,673.182,-112.256,503.931,266.846,-416.78,400.874,270.493,993.02,1029.18,873.301,581.167,638.414,5
4028,0,-90.451,476.601,866.358,-395.742,376.092,872.324,-403.488,382.695,673.242,-112.143,503.88,266.819,-416.711,400.854,270.537,992.928,1029.08,873.22,581.088,638.375,5
4029,0,-90.145,476.442,866.33,-395.453,375.959,872.337,-403.294,382.592,673.277,-112.068,503.85,266.751,-416.638,400.792,270.533,992.8,1028.93,873.112,581.017,638.286,5
4030,0,-89.7944,476.464,866.188,-395.112,375.872,872.382,-403.033,382.458,673.294,-112.007,503.775,266.702,-416.528,400.754,270.589,992.654,1028.81,872.946,580.917,638.214,5
4031,0,-89.4929,476.319,866.124,-394.781,375.665,872.417,-402.782,382.361,673.321,-111.89,503.739,266.654,-416.431,400.709,270.632,992.501,1028.63,872.809,580.842,638.142,5
4032,0,-89.184,476.241,866.002,-394.459,375.521,872.438,-402.579,382.186,673.361,-111.761,503.726,266.604,-416.332,400.66,270.67,992.33,1028.48,872.669,580.782,638.062,5
4033,0,-88.8614,476.101,865.944,-394.152,375.355,872.496,-402.327,382.095,673.379,-111.696,503.717,266.576,-416.242,400.616,270.698,992.183,1028.35,872.527,580.749,637.987,5
4034,0,-88.5931,475.778,865.992,-393.821,375.253,872.513,-402.097,381.98,673.397,-111.596,503.659,266.543,-416.161,400.54,270.762,992.046,1028.2,872.384,580.664,637.914,5
4035,0,-88.2809,475.62,865.925,-393.522,375.102,872.557,-401.904,381.806,673.447,-111.487,503.62,266.513,-416.069,400.51,270.81,991.884,1028.06,872.257,580.596,637.856,5
4036,0,-87.9862,475.531,865.831,-393.202,374.964,872.584,-401.632,381.72,673.495,-111.403,503.589,266.439,-415.931,400.463,270.838,991.733,1027.92,872.132,580.519,637.748,5
4037,0,-87.6749,475.413,865.821,-392.908,374.86,872.645,-401.391,381.639,673.499,-111.347,503.519,266.4,-415.877,400.449,270.872,991.64,1027.82,871.989,580.43,637.719,5
4038,0,-87.3707,475.325,865.761,-392.644,374.783,872.659,-401.159,381.619,673.555,-111.239,503.52,266.339,-415.779,400.416,270.934,991.519,1027.7,871.916,580.382,637.66,5
4039,0,-87.0892,475.239,865.699,-392.3,374.735,872.736,-400.899,381.583,673.625,-111.18,503.511,266.288,-415.703,400.402,270.958,991.399,1027.62,871.835,580.339,637.612,5
4040,0,-86.808,475.176,865.616,-392.048,374.655,872.768,-400.676,381.535,673.693,-111.091,503.5,266.249,-415.614,400.395,271.03,991.271,1027.52,871.764,580.295,637.581,5
4041,0,-86.5373,475.081,865.541,-391.721,374.601,872.822,-400.416,381.544,673.744,-111.011,503.454,266.204,-415.574,400.374,271.07,991.137,1027.42,871.688,580.219,637.558,5
4042,0,-86.2111,474.955,865.497,-391.471,374.501,872.84,-400.218,381.466,673.739,-110.939,503.404,266.147,-415.485,400.363,271.106,991.009,1027.3,871.559,580.136,637.508,5
4043,0,-85.9055,474.814,865.428,-391.196,374.333,872.866,-400.018,381.388,673.783,-110.841,503.354,266.147,-415.401,400.354,271.137,990.855,1027.16,871.467,580.073,637.461,5
4044,0,-85.7074,474.628,865.343,-390.911,374.189,872.902,-399.829,381.259,673.781,-110.746,503.257,266.086,-415.314,400.335,271.165,990.674,1027.03,871.322,579.943,637.404,5
4045,0,-85.4421,474.397,865.286,-390.679,374.024,872.931,-399.594,381.104,673.847,-110.645,503.188,266.048,-415.222,400.287,271.199,990.492,1026.9,871.197,579.846,637.329,5
4046,0,-85.1303,474.231,865.261,-390.433,373.803,872.927,-399.425,380.943,673.848,-110.585,503.073,266.004,-415.185,400.258,271.22,990.363,1026.73,871.05,579.715,637.295,5
4047,0,-84.8821,473.956,865.23,-390.215,373.615,872.911,-399.295,380.795,673.834,-110.509,503.008,265.968,-415.144,400.201,271.239,990.182,1026.56,870.915,579.627,637.241,5
4048,0,-84.6941,473.673,865.147,-390.047,373.366,872.897,-399.195,380.579,673.822,-110.43,502.878,265.934,-415.092,400.155,271.248,989.959,1026.4,870.765,579.484,637.182,5
4049,0,-84.4986,473.334,865.105,-389.9,373.051,872.917,-399.04,380.39,673.855,-110.401,502.739,265.917,-415.035,400.147,271.262,989.744,1026.24,870.638,579.35,637.146,5
4050,0,-84.3666,472.831,865.144,-389.741,372.764,872.929,-398.959,380.174,673.834,-110.334,502.611,265.916,-414.977,400.068,271.261,989.526,1026.09,870.49,579.226,637.058,5
4051,0,-84.1547,472.491,865.107,-389.608,372.511,872.927,-398.816,379.944,673.847,-110.248,502.461,265.911,-414.933,400.012,271.262,989.313,1025.94,870.334,579.077,636.995,5
4052,0,-83.9515,472.174,865.019,-389.452,372.23,872.907,-398.722,379.725,673.841,-110.199,502.363,265.833,-414.929,399.926,271.277,989.067,1025.77,870.191,578.947,636.945,5
4053,0,-83.7696,471.846,865.039,-389.28,371.924,872.9,-398.566,379.543,673.84,-110.151,502.224,265.828,-414.849,399.884,271.31,988.913,1025.58,870.039,578.815,636.88,5
4054,0,-83.6164,471.566,864.996,-389.086,371.682,872.948,-398.443,379.362,673.847,-110.037,502.121,265.865,-414.824,399.82,271.34,988.729,1025.46,869.909,578.721,636.836,5
4055,0,-83.3825,471.393,864.953,-388.944,371.469,872.954,-398.332,379.168,673.882,-109.993,502.026,265.799,-414.768,399.765,271.343,988.588,1025.34,869.801,578.6,636.767,5
4056,0,-83.2314,471.013,864.972,-388.756,371.31,872.929,-398.219,379.033,673.871,-109.927,501.929,265.796,-414.718,399.732,271.385,988.411,1025.19,869.682,578.502,636.731,5
4057,0,-83.0627,470.783,864.94,-388.584,371.117,872.914,-398.131,378.88,673.851,-109.872,501.861,265.762,-414.677,399.699,271.374,988.26,1025.04,869.56,578.417,636.679,5
4058,0,-82.8768,470.562,864.948,-388.492,370.934,872.878,-397.991,378.773,673.89,-109.833,501.764,265.714,-414.643,399.641,271.378,988.146,1024.91,869.479,578.303,636.622,5
4059,0,-82.7164,470.345,864.895,-388.33,370.746,872.908,-397.894,378.624,673.889,-109.77,501.7,265.735,-414.622,399.556,271.428,987.983,1024.8,869.369,578.245,636.576,5
4060,0,-82.5673,470.161,864.874,-388.162,370.574,872.896,-397.805,378.495,673.886,-109.721,501.625,265.697,-414.57,399.546,271.445,987.865,1024.67,869.269,578.154,636.544,5
4061,0,-82.4212,469.962,864.812,-388.015,370.388,872.867,-397.664,378.372,673.866,-109.687,501.564,265.678,-414.527,399.47,271.454,987.703,1024.52,869.136,578.085,636.471,5
4062,0,-82.2428,469.762,864.809,-387.862,370.214,872.895,-397.569,378.255,673.878,-109.622,501.508,265.679,-414.455,399.432,271.472,987.591,1024.42,869.051,578.025,636.408,5
4063,0,-82.1181,469.55,864.741,-387.684,370.019,872.902,-397.405,378.106,673.885,-109.563,501.409,265.64,-414.382,399.404,271.479,987.42,1024.29,868.917,577.91,636.347,5
4064,0,-81.9356,469.322,864.727,-387.542,369.849,872.912,-397.287,377.968,673.891,-109.526,501.342,265.599,-414.345,399.353,271.494,987.284,1024.18,868.807,577.826,636.296,5
4065,0,-81.7813,469.11,864.677,-387.371,369.617,872.945,-397.185,377.779,673.881,-109.48,501.268,265.576,-414.306,399.284,271.532,987.127,1024.06,868.67,577.742,636.244,5
4066,0,-81.6551,468.87,864.659,-387.212,369.418,872.945,-397.075,377.618,673.88,-109.436,501.165,265.561,-414.27,399.252,271.509,986.986,1023.93,868.549,577.637,636.191,5
4067,0,-81.4866,468.636,864.607,-387.064,369.202,872.975,-396.955,377.465,673.891,-109.44,501.096,265.519,-414.256,399.188,271.532,986.815,1023.82,868.437,577.559,636.151,5
4068,0,-81.3263,468.422,864.612,-386.927,368.988,872.951,-396.84,377.313,673.884,-109.342,500.997,265.564,-414.211,399.122,271.539,986.705,1023.67,868.313,577.475,636.084,5
4069,0,-81.1921,468.166,864.576,-386.785,368.739,872.937,-396.726,377.111,673.889,-109.323,500.911,265.501,-414.166,399.089,271.549,986.542,1023.52,868.177,577.369,636.038,5
4070,0,-81.0622,467.882,864.556,-386.662,368.49,872.934,-396.632,376.946,673.862,-109.247,500.838,265.52,-414.096,399.006,271.567,986.379,1023.38,868.041,577.299,635.948,5
4071,0,-80.9171,467.689,864.53,-386.518,368.257,872.922,-396.519,376.769,673.87,-109.229,500.719,265.509,-414.052,398.957,271.555,986.252,1023.23,867.919,577.188,635.883,5
4072,0,-80.7913,467.448,864.475,-386.355,368.05,872.914,-396.4,376.61,673.9,-109.18,500.648,265.462,-414.03,398.874,271.568,986.079,1023.09,867.818,577.095,635.823,5
4073,0,-80.65,467.231,864.445,-386.256,367.844,872.87,-396.314,376.451,673.904,-109.194,500.564,265.437,-413.988,398.794,271.561,985.938,1022.94,867.713,577.013,635.742,5
4074,0,-80.4972,467.03,864.395,-386.066,367.689,872.885,-396.188,376.321,673.903,-109.125,500.571,265.42,-413.97,398.756,271.57,985.787,1022.82,867.598,576.999,635.711,5
4075,0,-80.3966,466.841,864.377,-385.955,367.474,872.901,-396.08,376.177,673.925,-109.072,500.501,265.454,-413.9,398.691,271.6,985.673,1022.72,867.504,576.943,635.637,5
4076,0,-80.2792,466.703,864.333,-385.806,367.322,872.91,-395.971,376.003,673.933,-109.032,500.47,265.431,-413.89,398.624,271.587,985.559,1022.62,867.385,576.898,635.583,5
4077,0,-80.1607,466.544,864.326,-385.708,367.178,872.891,-395.911,375.884,673.95,-108.992,500.442,265.403,-413.846,398.573,271.617,985.468,1022.51,867.32,576.854,635.535,5
4078,0,-80.0887,466.429,864.291,-385.599,367.047,872.896,-395.852,375.756,673.929,-108.956,500.381,265.41,-413.807,398.495,271.626,985.377,1022.43,867.221,576.797,635.465,5
4079,0,-79.9711,466.336,864.282,-385.511,366.878,872.869,-395.705,375.65,673.949,-108.954,500.36,265.407,-413.769,398.46,271.623,985.316,1022.31,867.123,576.778,635.417,5
4080,0,-79.9034,466.243,864.269,-385.417,366.778,872.861,-395.653,375.528,673.976,-108.906,500.334,265.431,-413.747,398.406,271.617,985.255,1022.23,867.067,576.757,635.366,5
