Trajectories,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,
,,5 Marker Wand & L-Frame:Top2,,,5 Marker Wand & L-Frame:Top3,,,5 Marker Wand & L-Frame:Mid,,,5 Marker Wand & L-Frame:Bottom2,,,5 Marker Wand & L-Frame:Bottom3,,,| 5 Marker Wand & L-Frame:Top2 |,| 5 Marker Wand & L-Frame:Top3 |,| 5 Marker Wand & L-Frame:Mid |,| 5 Marker Wand & L-Frame:Bottom2 |,| 5 Marker Wand & L-Frame:Bottom3 |,Trajectory Count
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Count
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
851,0,-109.731,523.787,868.204,-384.973,357.522,871.846,-391.254,360.809,672.511,-128.741,541.035,268.245,-402.604,372.761,269.505,1019.89,1017.91,857.633,617.453,611.289,5
852,0,-109.584,523.788,868.237,-384.933,357.474,871.813,-391.178,360.799,672.562,-128.706,541.01,268.227,-402.624,372.759,269.49,1019.9,1017.85,857.634,617.417,611.294,5
853,0,-109.543,523.779,868.22,-384.831,357.456,871.823,-391.132,360.777,672.573,-128.657,540.987,268.222,-402.558,372.75,269.505,1019.88,1017.81,857.612,617.384,611.252,5
854,0,-109.486,523.781,868.203,-384.776,357.467,871.842,-391.06,360.789,672.588,-128.64,541.033,268.216,-402.544,372.754,269.515,1019.86,1017.81,857.596,617.418,611.249,5
855,0,-109.411,523.789,868.176,-384.683,357.483,871.859,-390.994,360.785,672.585,-128.635,541.033,268.209,-402.511,372.738,269.546,1019.83,1017.8,857.562,617.414,611.231,5
856,0,-109.349,523.819,868.173,-384.643,357.468,871.876,-390.978,360.793,672.59,-128.632,541.039,268.195,-402.502,372.751,269.543,1019.84,1017.79,857.562,617.413,611.232,5
857,0,-109.339,523.796,868.152,-384.609,357.465,871.889,-390.955,360.787,672.608,-128.623,541.034,268.193,-402.501,372.757,269.552,1019.81,1017.79,857.563,617.405,611.239,5
858,0,-109.271,523.782,868.151,-384.544,357.481,871.887,-390.871,360.823,672.629,-128.592,541.03,268.178,-402.494,372.758,269.578,1019.79,1017.77,857.556,617.389,611.247,5
859,0,-109.251,523.746,868.148,-384.498,357.473,871.871,-390.891,360.789,672.632,-128.592,541.03,268.184,-402.49,372.761,269.582,1019.77,1017.73,857.554,617.392,611.247,5
860,0,-109.176,523.748,868.148,-384.514,357.415,871.902,-390.82,360.783,672.636,-128.552,541.006,268.176,-402.493,372.764,269.594,1019.76,1017.75,857.522,617.358,611.257,5
861,0,-109.118,523.71,868.165,-384.473,357.392,871.912,-390.838,360.752,672.626,-128.547,540.997,268.182,-402.476,372.762,269.587,1019.75,1017.73,857.509,617.352,611.241,5
862,0,-109.11,523.65,868.154,-384.418,357.373,871.918,-390.805,360.744,672.631,-128.545,540.971,268.167,-402.487,372.76,269.604,1019.71,1017.71,857.494,617.322,611.255,5
863,0,-109.069,523.587,868.146,-384.377,357.327,871.897,-390.803,360.703,672.627,-128.54,540.948,268.177,-402.459,372.748,269.615,1019.66,1017.66,857.474,617.305,611.234,5
864,0,-109.02,523.565,868.135,-384.349,357.262,871.908,-390.751,360.689,672.623,-128.521,540.931,268.168,-402.431,372.748,269.613,1019.64,1017.64,857.441,617.283,611.214,5
865,0,-108.982,523.514,868.143,-384.295,357.202,871.907,-390.731,360.615,672.608,-128.522,540.926,268.167,-402.452,372.679,269.601,1019.62,1017.59,857.388,617.279,611.181,5
866,0,-108.936,523.427,868.134,-384.242,357.118,871.915,-390.681,360.555,672.641,-128.513,540.9,268.16,-402.414,372.674,269.6,1019.56,1017.55,857.367,617.251,611.153,5
867,0,-108.869,523.374,868.136,-384.188,357.054,871.913,-390.649,360.51,672.622,-128.477,540.884,268.146,-402.4,372.674,269.615,1019.53,1017.51,857.318,617.223,611.149,5
868,0,-108.829,523.307,868.135,-384.148,356.98,871.908,-390.624,360.433,672.622,-128.483,540.88,268.152,-402.383,372.592,269.639,1019.49,1017.46,857.275,617.223,611.099,5
869,0,-108.769,523.259,868.125,-384.095,356.895,871.908,-390.597,360.379,672.616,-128.485,540.821,268.185,-402.376,372.597,269.628,1019.45,1017.41,857.235,617.186,611.093,5
870,0,-108.71,523.19,868.105,-384.004,356.864,871.912,-390.497,360.322,672.634,-128.442,540.819,268.219,-402.333,372.585,269.633,1019.39,1017.37,857.179,617.191,611.059,5
871,0,-108.674,523.138,868.104,-383.963,356.789,871.94,-390.493,360.259,672.603,-128.424,540.828,268.165,-402.333,372.557,269.627,1019.36,1017.35,857.126,617.171,611.039,5
872,0,-108.628,523.054,868.1,-383.881,356.735,871.903,-390.454,360.247,672.602,-128.376,540.799,268.177,-402.318,372.537,269.632,1019.31,1017.27,857.103,617.141,611.02,5
873,0,-108.542,523.014,868.089,-383.821,356.724,871.91,-390.411,360.161,672.623,-128.378,540.807,268.164,-402.293,372.538,269.66,1019.27,1017.25,857.064,617.143,611.016,5
874,0,-108.473,522.985,868.072,-383.787,356.652,871.944,-390.362,360.163,672.617,-128.373,540.773,268.161,-402.289,372.534,269.671,1019.23,1017.24,857.038,617.11,611.016,5
875,0,-108.436,522.932,868.087,-383.736,356.633,871.938,-390.33,360.133,672.66,-128.341,540.756,268.158,-402.249,372.52,269.674,1019.21,1017.21,857.044,617.088,610.983,5
876,0,-108.407,522.897,868.076,-383.685,356.63,871.932,-390.265,360.08,672.672,-128.322,540.752,268.161,-402.236,372.525,269.668,1019.18,1017.18,857.002,617.081,610.974,5
877,0,-108.329,522.885,868.068,-383.632,356.591,871.93,-390.274,360.075,672.659,-128.293,540.742,268.155,-402.224,372.524,269.696,1019.16,1017.15,856.993,617.064,610.978,5
878,0,-108.295,522.858,868.063,-383.58,356.595,871.948,-390.246,360.068,672.662,-128.295,540.735,268.172,-402.22,372.525,269.696,1019.14,1017.15,856.98,617.066,610.976,5
879,0,-108.293,522.859,868.065,-383.566,356.597,871.93,-390.236,360.065,672.668,-128.299,540.731,268.16,-402.21,372.515,269.706,1019.14,1017.13,856.979,617.058,610.968,5
880,0,-108.297,522.859,868.065,-383.566,356.605,871.952,-390.222,360.108,672.678,-128.294,540.738,268.169,-402.215,372.515,269.702,1019.14,1017.15,856.999,617.067,610.969,5
881,0,-108.281,522.906,868.068,-383.563,356.61,871.963,-390.217,360.117,672.682,-128.298,540.737,268.162,-402.216,372.515,269.701,1019.16,1017.16,857.003,617.064,610.97,5
882,0,-108.308,522.917,868.059,-383.568,356.61,871.96,-390.219,360.119,672.682,-128.326,540.744,268.165,-402.192,372.514,269.699,1019.17,1017.16,857.005,617.077,610.953,5
883,0,-108.31,522.943,868.084,-383.608,356.604,871.957,-390.219,360.147,672.696,-128.348,540.755,268.171,-402.226,372.525,269.699,1019.2,1017.17,857.027,617.094,610.981,5
884,0,-108.346,522.956,868.092,-383.654,356.61,871.94,-390.246,360.15,672.687,-128.35,540.76,268.178,-402.204,372.509,269.701,1019.22,1017.17,857.034,617.102,610.958,5
885,0,-108.387,522.968,868.112,-383.679,356.662,871.949,-390.251,360.147,672.682,-128.341,540.753,268.189,-402.233,372.519,269.707,1019.25,1017.21,857.031,617.099,610.986,5
886,0,-108.421,522.971,868.116,-383.72,356.667,871.954,-390.319,360.14,672.682,-128.348,540.765,268.197,-402.254,372.525,269.697,1019.25,1017.23,857.059,617.114,610.999,5
887,0,-108.477,522.958,868.119,-383.787,356.654,871.947,-390.373,360.153,672.657,-128.382,540.765,268.211,-402.272,372.548,269.717,1019.26,1017.24,857.07,617.127,611.034,5
888,0,-108.572,522.94,868.152,-383.859,356.668,871.931,-390.405,360.161,672.671,-128.396,540.762,268.23,-402.286,372.543,269.695,1019.28,1017.26,857.099,617.136,611.03,5
889,0,-108.608,522.95,868.162,-383.905,356.648,871.928,-390.461,360.158,672.668,-128.397,540.76,268.232,-402.329,372.552,269.681,1019.3,1017.27,857.12,617.135,611.057,5
890,0,-108.658,522.895,868.178,-383.978,356.63,871.939,-390.526,360.123,672.674,-128.407,540.754,268.266,-402.326,372.553,269.678,1019.29,1017.3,857.14,617.147,611.055,5
891,0,-108.758,522.855,868.172,-384.034,356.648,871.913,-390.574,360.126,672.642,-128.423,540.746,268.251,-402.36,372.534,269.652,1019.28,1017.31,857.138,617.137,611.055,5
892,0,-108.816,522.812,868.215,-384.114,356.595,871.894,-390.645,360.078,672.622,-128.466,540.713,268.28,-402.393,372.521,269.642,1019.3,1017.3,857.135,617.129,611.063,5
893,0,-108.869,522.725,868.228,-384.183,356.543,871.902,-390.682,360.054,672.624,-128.477,540.705,268.304,-402.415,372.495,269.647,1019.27,1017.32,857.144,617.135,611.065,5
894,0,-108.944,522.69,868.244,-384.245,356.521,871.884,-390.699,360.008,672.639,-128.486,540.691,268.324,-402.416,372.498,269.648,1019.27,1017.32,857.143,617.133,611.068,5
895,0,-108.976,522.624,868.249,-384.265,356.444,871.891,-390.749,359.988,672.611,-128.483,540.679,268.343,-402.438,372.463,269.603,1019.25,1017.3,857.136,617.13,611.041,5
896,0,-109.014,522.551,868.278,-384.315,356.388,871.862,-390.783,359.923,672.587,-128.491,540.666,268.391,-402.439,372.45,269.611,1019.24,1017.28,857.105,617.141,611.037,5
897,0,-109.062,522.543,868.292,-384.341,356.341,871.837,-390.814,359.888,672.545,-128.513,540.664,268.387,-402.46,372.395,269.624,1019.25,1017.25,857.072,617.143,611.023,5
898,0,-109.093,522.485,868.308,-384.346,356.286,871.854,-390.818,359.829,672.568,-128.525,540.64,268.395,-402.464,372.375,269.582,1019.24,1017.25,857.067,617.127,610.994,5
899,0,-109.135,522.431,868.342,-384.379,356.228,871.843,-390.85,359.789,672.552,-128.58,540.635,268.395,-402.471,372.349,269.576,1019.25,1017.23,857.052,617.134,610.981,5
900,0,-109.207,522.369,868.33,-384.436,356.172,871.836,-390.886,359.719,672.511,-128.591,540.632,268.404,-402.475,372.346,269.581,1019.21,1017.23,857.007,617.138,610.984,5
901,0,-109.234,522.341,868.351,-384.484,356.111,871.796,-390.891,359.708,672.487,-128.591,540.628,268.419,-402.492,372.318,269.551,1019.22,1017.19,856.985,617.141,610.965,5
902,0,-109.293,522.302,868.336,-384.542,356.063,871.779,-390.963,359.663,672.51,-128.594,540.646,268.443,-402.506,372.266,269.528,1019.19,1017.18,857.018,617.168,610.933,5
903,0,-109.353,522.278,868.363,-384.583,356,871.8,-390.992,359.658,672.482,-128.609,540.618,268.465,-402.511,372.285,269.519,1019.21,1017.19,857.006,617.156,610.944,5
904,0,-109.438,522.266,868.387,-384.653,356.011,871.777,-391.059,359.613,672.489,-128.656,540.607,268.472,-402.54,372.29,269.519,1019.23,1017.2,857.024,617.159,610.966,5
905,0,-109.532,522.249,868.396,-384.747,355.966,871.765,-391.125,359.611,672.441,-128.664,540.6,268.488,-402.555,372.263,269.497,1019.24,1017.21,857.016,617.162,610.949,5
906,0,-109.629,522.272,868.434,-384.865,355.97,871.756,-391.23,359.579,672.442,-128.726,540.582,268.53,-402.607,372.254,269.464,1019.3,1017.25,857.051,617.177,610.963,5
907,0,-109.756,522.274,868.458,-384.986,355.991,871.772,-391.316,359.571,672.418,-128.726,540.584,268.544,-402.632,372.265,269.462,1019.33,1017.32,857.068,617.185,610.986,5
908,0,-109.867,522.257,868.47,-385.116,356.008,871.773,-391.46,359.583,672.401,-128.776,540.587,268.562,-402.68,372.268,269.445,1019.34,1017.37,857.125,617.206,611.012,5
909,0,-110.033,522.286,868.504,-385.282,356.012,871.716,-391.555,359.63,672.406,-128.816,540.614,268.594,-402.718,372.288,269.442,1019.41,1017.39,857.193,617.252,611.047,5
910,0,-110.178,522.267,868.532,-385.43,356.05,871.718,-391.666,359.632,672.369,-128.859,540.604,268.614,-402.794,372.313,269.398,1019.44,1017.46,857.215,617.26,611.093,5
911,0,-110.315,522.335,868.574,-385.607,356.061,871.713,-391.813,359.656,672.359,-128.903,540.602,268.657,-402.826,372.317,269.377,1019.52,1017.52,857.284,617.287,611.108,5
912,0,-110.478,522.3,868.616,-385.8,356.057,871.661,-391.903,359.67,672.333,-128.952,540.611,268.689,-402.88,372.303,269.339,1019.56,1017.55,857.311,617.319,611.118,5
913,0,-110.666,522.313,868.61,-385.953,356.085,871.648,-392.029,359.704,672.311,-128.968,540.613,268.685,-402.945,372.353,269.345,1019.58,1017.61,857.366,617.322,611.194,5
914,0,-110.799,522.331,868.644,-386.13,356.09,871.659,-392.122,359.723,672.316,-129.052,540.601,268.722,-403,372.32,269.309,1019.63,1017.69,857.42,617.345,611.195,5
915,0,-110.942,522.329,868.65,-386.236,356.11,871.653,-392.25,359.721,672.269,-129.077,540.62,268.734,-403.019,372.32,269.291,1019.65,1017.73,857.441,617.373,611.199,5
916,0,-111.102,522.317,868.693,-386.37,356.082,871.627,-392.337,359.737,672.27,-129.096,540.621,268.767,-403.077,372.338,269.288,1019.7,1017.75,857.488,617.392,611.247,5
917,0,-111.213,522.309,868.709,-386.497,356.055,871.605,-392.455,359.7,672.242,-129.139,540.607,268.793,-403.103,372.341,269.242,1019.72,1017.77,857.505,617.4,611.245,5
918,0,-111.315,522.271,868.732,-386.626,356.013,871.595,-392.52,359.683,672.225,-129.164,540.601,268.808,-403.112,372.34,269.22,1019.73,1017.79,857.515,617.406,611.241,5
919,0,-111.436,522.24,868.766,-386.674,355.991,871.609,-392.592,359.676,672.257,-129.218,540.622,268.838,-403.156,372.312,269.206,1019.76,1017.82,857.569,617.449,611.247,5
920,0,-111.524,522.199,868.774,-386.819,355.952,871.572,-392.649,359.643,672.188,-129.225,540.593,268.879,-403.194,372.287,269.181,1019.75,1017.82,857.527,617.443,611.246,5
921,0,-111.614,522.132,868.819,-386.874,355.9,871.554,-392.718,359.589,672.192,-129.264,540.575,268.896,-403.205,372.282,269.18,1019.77,1017.81,857.539,617.443,611.249,5
922,0,-111.701,522.104,868.819,-386.966,355.849,871.536,-392.773,359.532,672.153,-129.271,540.579,268.892,-403.239,372.262,269.175,1019.76,1017.81,857.51,617.446,611.258,5
923,0,-111.834,522.053,868.824,-387.032,355.805,871.509,-392.829,359.503,672.122,-129.305,540.574,268.921,-403.245,372.225,269.158,1019.76,1017.8,857.499,617.461,611.231,5
924,0,-111.885,522.047,868.881,-387.109,355.76,871.501,-392.916,359.459,672.123,-129.332,540.548,268.937,-403.306,372.221,269.116,1019.81,1017.81,857.521,617.451,611.251,5
925,0,-111.967,521.974,868.896,-387.223,355.713,871.458,-392.984,359.402,672.101,-129.364,540.559,268.958,-403.3,372.205,269.116,1019.79,1017.8,857.511,617.477,611.237,5
926,0,-112.107,521.95,868.911,-387.323,355.661,871.43,-393.096,359.345,672.082,-129.415,540.532,268.968,-403.344,372.166,269.077,1019.81,1017.79,857.524,617.468,611.226,5
927,0,-112.217,521.937,868.949,-387.425,355.624,871.446,-393.165,359.333,672.036,-129.44,540.556,269.008,-403.362,372.17,269.069,1019.84,1017.83,857.515,617.512,611.236,5
928,0,-112.284,521.931,868.986,-387.511,355.604,871.416,-393.274,359.326,672.045,-129.471,540.563,269.013,-403.374,372.177,269.054,1019.88,1017.83,857.569,617.526,611.242,5
929,0,-112.41,521.952,868.995,-387.617,355.606,871.428,-393.34,359.292,672.042,-129.5,540.572,269.061,-403.406,372.147,268.984,1019.91,1017.88,857.583,617.561,611.214,5
930,0,-112.525,521.956,869.021,-387.719,355.596,871.401,-393.451,359.277,671.996,-129.563,540.547,269.062,-403.458,372.15,268.99,1019.95,1017.9,857.591,617.554,611.253,5
931,0,-112.63,521.958,869.022,-387.857,355.59,871.359,-393.557,359.252,671.965,-129.578,540.569,269.088,-403.501,372.124,268.97,1019.96,1017.91,857.604,617.587,611.256,5
932,0,-112.77,521.959,869.048,-387.966,355.592,871.347,-393.616,359.243,671.994,-129.645,540.562,269.126,-403.513,372.132,268.97,1020,1017.94,857.651,617.611,611.269,5
933,0,-112.871,521.978,869.075,-388.093,355.58,871.336,-393.718,359.249,671.944,-129.683,540.562,269.134,-403.587,372.104,268.934,1020.05,1017.98,857.661,617.623,611.285,5
934,0,-112.986,521.963,869.079,-388.188,355.589,871.323,-393.795,359.265,671.936,-129.706,540.574,269.13,-403.6,372.116,268.912,1020.05,1018.01,857.696,617.636,611.291,5
935,0,-113.129,521.938,869.133,-388.259,355.585,871.306,-393.879,359.219,671.941,-129.731,540.575,269.176,-403.614,372.125,268.924,1020.1,1018.02,857.721,617.662,611.311,5
936,0,-113.208,521.947,869.126,-388.401,355.564,871.284,-393.967,359.231,671.929,-129.764,540.579,269.207,-403.665,372.128,268.914,1020.11,1018.05,857.756,617.687,611.342,5
937,0,-113.291,521.925,869.175,-388.485,355.526,871.274,-394.037,359.21,671.932,-129.769,540.579,269.198,-403.682,372.124,268.874,1020.15,1018.06,857.782,617.683,611.334,5
938,0,-113.411,521.893,869.174,-388.609,355.517,871.224,-394.092,359.204,671.921,-129.818,540.561,269.217,-403.708,372.109,268.86,1020.15,1018.06,857.796,617.687,611.335,5
939,0,-113.464,521.861,869.186,-388.675,355.462,871.224,-394.167,359.177,671.889,-129.85,540.556,269.24,-403.729,372.111,268.833,1020.15,1018.06,857.794,617.699,611.338,5
940,0,-113.542,521.812,869.199,-388.756,355.433,871.217,-394.209,359.143,671.862,-129.837,540.544,269.264,-403.759,372.073,268.813,1020.14,1018.08,857.777,617.696,611.327,5
941,0,-113.59,521.809,869.244,-388.806,355.382,871.219,-394.228,359.128,671.894,-129.852,540.518,269.264,-403.78,372.049,268.812,1020.18,1018.08,857.805,617.676,611.325,5
942,0,-113.626,521.74,869.255,-388.856,355.351,871.185,-394.295,359.086,671.861,-129.892,540.501,269.275,-403.78,372.045,268.773,1020.16,1018.06,857.793,617.675,611.306,5
943,0,-113.711,521.713,869.255,-388.928,355.322,871.175,-394.326,359.06,671.835,-129.878,540.488,269.267,-403.782,372.042,268.764,1020.16,1018.07,857.776,617.657,611.301,5
944,0,-113.752,521.646,869.26,-388.974,355.268,871.165,-394.326,359.028,671.856,-129.925,540.489,269.314,-403.825,372.019,268.784,1020.13,1018.06,857.779,617.688,611.324,5
945,0,-113.809,521.623,869.267,-389.042,355.193,871.184,-394.384,359.005,671.839,-129.929,540.488,269.294,-403.853,372.032,268.759,1020.13,1018.08,857.783,617.679,611.34,5
946,0,-113.838,521.578,869.283,-389.08,355.118,871.153,-394.432,358.954,671.798,-129.939,540.473,269.311,-403.835,372.009,268.764,1020.13,1018.04,857.751,617.676,611.316,5
947,0,-113.894,521.529,869.3,-389.1,355.084,871.141,-394.451,358.916,671.792,-129.948,540.463,269.305,-403.857,371.98,268.731,1020.12,1018.02,857.739,617.666,611.299,5
948,0,-113.954,521.504,869.298,-389.152,355.025,871.152,-394.451,358.883,671.808,-129.957,540.411,269.336,-403.863,371.953,268.726,1020.11,1018.03,857.738,617.637,611.284,5
949,0,-113.973,521.466,869.302,-389.199,354.991,871.153,-394.5,358.86,671.776,-130.018,540.425,269.354,-403.855,371.946,268.737,1020.1,1018.04,857.726,617.67,611.279,5
950,0,-113.999,521.421,869.325,-389.21,354.957,871.137,-394.505,358.836,671.822,-129.983,540.422,269.367,-403.896,371.924,268.693,1020.1,1018.02,857.754,617.665,611.274,5
951,0,-114.072,521.382,869.319,-389.289,354.903,871.095,-394.541,358.79,671.766,-130.034,540.413,269.383,-403.891,371.929,268.708,1020.08,1017.99,857.708,617.675,611.28,5
952,0,-114.105,521.333,869.342,-389.329,354.831,871.11,-394.598,358.741,671.756,-130.059,540.38,269.398,-403.901,371.917,268.691,1020.08,1018,857.706,617.658,611.271,5
953,0,-114.172,521.292,869.358,-389.382,354.788,871.108,-394.608,358.707,671.749,-130.059,540.382,269.403,-403.926,371.891,268.652,1020.08,1018,857.69,617.661,611.256,5
954,0,-114.213,521.231,869.355,-389.404,354.751,871.092,-394.619,358.678,671.72,-130.064,540.357,269.411,-403.958,371.875,268.667,1020.05,1017.98,857.66,617.644,611.273,5
955,0,-114.24,521.178,869.358,-389.458,354.72,871.101,-394.686,358.654,671.717,-130.094,540.354,269.399,-403.975,371.857,268.65,1020.03,1018,857.679,617.643,611.266,5
956,0,-114.3,521.154,869.402,-389.499,354.656,871.052,-394.711,358.613,671.713,-130.097,540.361,269.415,-403.99,371.833,268.587,1020.06,1017.95,857.67,617.657,611.233,5
957,0,-114.326,521.09,869.403,-389.567,354.607,871.03,-394.775,358.565,671.695,-130.156,540.313,269.426,-403.995,371.824,268.605,1020.03,1017.94,857.666,617.632,611.24,5
958,0,-114.396,521.036,869.388,-389.577,354.565,871.022,-394.784,358.535,671.676,-130.171,540.303,269.444,-403.982,371.828,268.609,1020,1017.92,857.643,617.634,611.235,5
959,0,-114.438,520.968,869.388,-389.619,354.502,871.014,-394.802,358.478,671.691,-130.166,540.303,269.479,-404.031,371.81,268.606,1019.97,1017.91,857.639,617.648,611.256,5
960,0,-114.466,520.921,869.423,-389.68,354.466,870.973,-394.812,358.443,671.695,-130.173,540.281,269.475,-404.03,371.783,268.564,1019.98,1017.88,857.632,617.629,611.22,5
961,0,-114.494,520.876,869.421,-389.705,354.409,870.981,-394.867,358.412,671.646,-130.201,540.233,269.477,-404.056,371.78,268.562,1019.96,1017.88,857.606,617.594,611.234,5
962,0,-114.514,520.831,869.446,-389.714,354.362,870.976,-394.876,358.402,671.64,-130.202,540.234,269.488,-404.064,371.76,268.569,1019.96,1017.86,857.601,617.599,611.23,5
963,0,-114.53,520.799,869.467,-389.752,354.266,870.99,-394.921,358.322,671.644,-130.201,540.226,269.482,-404.078,371.738,268.553,1019.96,1017.86,857.591,617.59,611.219,5
964,0,-114.579,520.723,869.47,-389.807,354.241,870.979,-394.927,358.287,671.644,-130.216,540.211,269.489,-404.093,371.707,268.522,1019.93,1017.86,857.58,617.583,611.197,5
965,0,-114.629,520.653,869.461,-389.844,354.177,870.933,-394.965,358.253,671.62,-130.231,540.179,269.503,-404.083,371.702,268.528,1019.89,1017.81,857.564,617.564,611.189,5
966,0,-114.652,520.611,869.494,-389.873,354.126,870.917,-394.976,358.204,671.618,-130.238,540.182,269.519,-404.085,371.702,268.521,1019.9,1017.79,857.547,617.575,611.188,5
967,0,-114.657,520.587,869.48,-389.863,354.125,870.923,-395.022,358.182,671.606,-130.24,540.164,269.561,-404.085,371.701,268.499,1019.88,1017.79,857.55,617.578,611.177,5
968,0,-114.712,520.534,869.484,-389.935,354.068,870.921,-395.044,358.158,671.594,-130.243,540.161,269.554,-404.101,371.67,268.5,1019.86,1017.8,857.541,617.573,611.17,5
969,0,-114.735,520.472,869.482,-389.941,354.032,870.914,-395.034,358.109,671.571,-130.27,540.129,269.548,-404.108,371.67,268.491,1019.83,1017.78,857.498,617.548,611.17,5
970,0,-114.783,520.455,869.484,-390.011,353.975,870.866,-395.054,358.083,671.559,-130.286,540.101,269.546,-404.142,371.644,268.48,1019.83,1017.75,857.487,617.527,611.173,5
971,0,-114.823,520.405,869.494,-390.058,353.917,870.873,-395.122,358.048,671.541,-130.305,540.091,269.57,-404.174,371.646,268.468,1019.82,1017.75,857.488,617.531,611.189,5
972,0,-114.851,520.331,869.511,-390.084,353.857,870.857,-395.139,358.023,671.531,-130.307,540.094,269.57,-404.16,371.632,268.454,1019.8,1017.73,857.478,617.535,611.166,5
973,0,-114.929,520.283,869.516,-390.122,353.791,870.814,-395.174,357.955,671.496,-130.307,540.072,269.61,-404.174,371.61,268.458,1019.79,1017.68,857.439,617.533,611.164,5
974,0,-114.957,520.218,869.53,-390.15,353.776,870.828,-395.183,357.925,671.504,-130.327,540.018,269.6,-404.168,371.605,268.455,1019.77,1017.7,857.437,617.486,611.154,5
975,0,-114.992,520.145,869.562,-390.19,353.734,870.811,-395.225,357.907,671.494,-130.324,540.022,269.627,-404.18,371.616,268.434,1019.76,1017.69,857.441,617.501,611.16,5
976,0,-115.014,520.128,869.562,-390.237,353.679,870.801,-395.276,357.835,671.477,-130.349,540.03,269.631,-404.183,371.575,268.412,1019.75,1017.68,857.421,617.515,611.128,5
977,0,-115.052,520.035,869.568,-390.249,353.632,870.813,-395.28,357.824,671.44,-130.377,540.008,269.627,-404.212,371.549,268.412,1019.72,1017.68,857.389,617.499,611.131,5
978,0,-115.072,519.987,869.586,-390.271,353.567,870.789,-395.31,357.763,671.459,-130.387,539.959,269.644,-404.208,371.553,268.405,1019.71,1017.64,857.392,617.466,611.128,5
979,0,-115.082,519.901,869.574,-390.297,353.502,870.773,-395.314,357.738,671.447,-130.369,539.929,269.642,-404.218,371.55,268.411,1019.66,1017.62,857.374,617.435,611.135,5
980,0,-115.079,519.821,869.637,-390.323,353.428,870.758,-395.342,357.696,671.442,-130.366,539.913,269.668,-404.204,371.539,268.382,1019.67,1017.59,857.366,617.432,611.106,5
981,0,-115.103,519.758,869.628,-390.34,353.367,870.743,-395.357,357.619,671.428,-130.367,539.905,269.671,-404.209,371.497,268.365,1019.63,1017.56,857.329,617.426,611.076,5
982,0,-115.108,519.669,869.638,-390.344,353.297,870.74,-395.364,357.574,671.425,-130.373,539.846,269.712,-404.229,371.471,268.366,1019.6,1017.53,857.312,617.394,611.074,5
983,0,-115.122,519.583,869.65,-390.332,353.257,870.755,-395.357,357.503,671.4,-130.352,539.794,269.711,-404.235,371.462,268.375,1019.56,1017.53,857.26,617.344,611.077,5
984,0,-115.129,519.485,869.649,-390.36,353.161,870.73,-395.383,357.448,671.364,-130.366,539.773,269.724,-404.226,371.433,268.348,1019.51,1017.48,857.22,617.334,611.041,5
985,0,-115.094,519.402,869.642,-390.374,353.05,870.715,-395.385,357.38,671.38,-130.377,539.739,269.713,-404.242,371.402,268.357,1019.46,1017.44,857.205,617.301,611.037,5
986,0,-115.068,519.315,869.635,-390.321,352.989,870.72,-395.375,357.298,671.359,-130.391,539.731,269.705,-404.227,371.425,268.341,1019.41,1017.4,857.149,617.294,611.034,5
987,0,-115.065,519.178,869.647,-390.348,352.875,870.679,-395.398,357.204,671.368,-130.366,539.642,269.717,-404.258,371.365,268.306,1019.35,1017.34,857.128,617.216,611.003,5
988,0,-115.054,519.059,869.668,-390.363,352.736,870.651,-395.408,357.1,671.354,-130.378,539.594,269.755,-404.265,371.323,268.31,1019.3,1017.27,857.079,617.194,610.984,5
989,0,-115.042,518.975,869.633,-390.327,352.689,870.662,-395.386,357.021,671.344,-130.368,539.56,269.72,-404.232,371.312,268.317,1019.23,1017.25,857.028,617.147,610.959,5
990,0,-114.999,518.854,869.652,-390.332,352.554,870.674,-395.399,356.978,671.337,-130.366,539.517,269.738,-404.24,371.266,268.316,1019.18,1017.22,857.011,617.116,610.935,5
991,0,-114.976,518.764,869.646,-390.292,352.463,870.622,-395.354,356.885,671.348,-130.379,539.49,269.745,-404.25,371.258,268.274,1019.13,1017.12,856.96,617.098,610.919,5
992,0,-114.973,518.667,869.644,-390.286,352.382,870.618,-395.329,356.819,671.333,-130.352,539.471,269.735,-404.263,371.251,268.283,1019.08,1017.09,856.909,617.072,610.927,5
993,0,-114.936,518.586,869.651,-390.281,352.254,870.614,-395.321,356.743,671.315,-130.344,539.415,269.747,-404.209,371.205,268.288,1019.04,1017.04,856.859,617.026,610.866,5
994,0,-114.925,518.488,869.664,-390.25,352.167,870.591,-395.338,356.68,671.334,-130.316,539.39,269.75,-404.205,371.202,268.287,1019,1016.98,856.856,617,610.86,5
995,0,-114.926,518.386,869.669,-390.229,352.072,870.595,-395.31,356.625,671.283,-130.342,539.365,269.744,-404.221,371.168,268.26,1018.95,1016.94,856.78,616.98,610.839,5
